,society,bedRoom,bathroom,balcony,type,sector,Super_build_area,Carpet_area,Study Room,Servant Room,Pooja Room,age,luxury_score,furnishing_type,location_score,area_ratio,price
1266,Karmyogi Apartment,6,4,2,flat,sector 10a,5085.08,3556.0,0,0,0,old property,low,1,14,592.6666666666666,2.3
1267,Emaar Palm Gardens,3,4,0,flat,sector 83,2173.6,1520.0,0,0,0,relatively new,low,1,41,506.6666666666667,1.8
1268,Smart World Orchard,3,3,2,flat,sector 61,2215.07,1549.0,0,0,0,New Property,low,1,51,516.3333333333334,2.0
1269,Supertech Araville,2,2,3,flat,sector 79,2187.9,1530.0,1,0,0,relatively new,low,1,5,765.0,1.0
1270,Orris Aster Court,3,3,3,flat,sector 85,1588.5869999999998,1110.9,0,0,0,relatively new,low,1,17,370.3,0.9
1271,DLF Beverly Park,5,5,3+,flat,sector 25,7436.0,5200.0,1,1,1,undefined,low,0,45,1040.0,8.0
1272,AIPL Club Residences,2,2,1,flat,sector 70a,1043.9,730.0,0,0,0,New Property,medium,2,42,365.0,0.95
1273,Surya Vihar RWA,5,5,2,flat,sector 21,3146.0,2200.0,1,1,0,relatively new,low,2,20,440.0,1.3
1274,M3m Golf Hills,2,2,3,flat,sector 79,2030.6,1420.0,0,0,0,relatively new,low,1,5,710.0,1.45
1275,Signature Global City,3,3,3,flat,sector 37d,2938.65,2055.0,0,0,0,relatively new,low,1,42,685.0,1.25
1276,Adani Brahma Samsara Vilasa,4,4,3+,flat,sector 63,4504.5,3150.0,0,0,0,New Property,medium,2,52,787.5,4.49
1277,DLF The Grove,4,4,2,flat,sector 53,3432.0,2400.0,0,1,0,undefined,low,2,52,600.0,6.0
1278,Suncity Vatsal Valley,3,3,3,flat,sector 2,2044.9,1430.0,0,0,0,New Property,medium,2,51,476.6666666666667,1.53
1279,Sare Green ParC Phase 3,3,2,2,flat,sector 92,1887.6,1320.0,0,0,0,relatively new,low,1,26,440.0,0.7
1280,Conscient Elevate,4,4,2,flat,sector 59,2652.65,1855.0,0,1,0,New Property,low,1,59,463.75,6.75
1281,Signature Global City 92,3,2,3,flat,sector 92,1248.104,872.8000000000001,0,0,0,relatively new,low,1,41,290.93333333333334,0.99
1282,Godrej Air,2,2,3,flat,sector 85,1287.0,900.0,0,0,0,relatively new,low,1,41,450.0,1.4
1283,Pyramid Urban,2,2,2,flat,sector 67a,700.6999999999999,490.0,0,0,0,New Property,low,1,31,245.0,0.6
1284,Hero Homes,3,2,2,flat,sector 104,1231.23,861.0,0,0,0,New Property,low,1,42,287.0,1.35
1285,Central Park Flower Valley,3,3,0,flat,sohna,2036.32,1424.0,0,0,0,relatively new,low,1,0,474.6666666666667,1.2
1286,Raheja Maheshwara,2,2,2,flat,sohna,1100.099,769.3,0,0,0,relatively new,low,1,35,384.65,0.48
1287,Shapoorji Pallonji Joyville Gurugram,2,2,2,flat,sector 102,1377.09,963.0,0,0,0,New Property,high,1,34,481.5,1.99
1288,Godrej 101,3,3,3+,flat,sector 79,2574.0,1800.0,0,0,0,relatively new,low,1,16,600.0,2.5
1289,Signature Global Park,2,2,2,flat,sector 36 sohna,858.0,600.0,0,0,0,undefined,low,1,42,300.0,0.58
1290,Orris Aster Court,3,3,3,flat,sector 85,1787.5,1250.0,0,0,0,relatively new,low,1,17,416.6666666666667,0.93
1291,Supertech Hues,2,2,3+,flat,sector 68,1349.9199999999998,944.0,0,0,0,New Property,low,2,35,472.0,0.8
1292,"New colony, Gurgaon",3,2,1,flat,sector 7,1415.7,990.0,0,0,0,relatively new,low,2,24,330.0,0.8
1293,Pyramid Urban,2,2,1,flat,sector 67a,845.13,591.0,0,0,0,New Property,low,1,31,295.5,0.7
1294,Oriental Valley CHS,4,3,3+,flat,sector 9a,2645.5,1850.0,0,0,0,old property,low,1,39,462.5,1.5
1295,AVL 36 Gurgaon,1,1,1,flat,sector 36a,560.56,392.0,0,0,0,relatively new,low,1,14,392.0,0.4
1296,Signature Global Grand IVA,2,2,0,flat,sector 103,865.15,605.0,0,0,0,relatively new,low,1,18,302.5,0.5
1297,Orchid Island,3,4,3,flat,sector 51,2282.28,1596.0,0,0,1,old property,medium,1,46,532.0,1.7
1298,Pivotal Riddhi Siddhi,2,2,2,flat,sector 99,10866.10954,7598.678,0,0,0,relatively new,low,1,35,3799.339,0.72
1299,Pivotal Devaan,2,2,2,flat,sector 84,690.6899999999999,483.0,0,0,0,relatively new,low,1,36,241.5,0.35
1300,Signature Global Grand IVA,2,2,2,flat,sector 103,865.15,605.0,0,0,0,relatively new,low,1,18,302.5,0.5
1301,Kendriya Vihar,1,1,1,flat,sector 56,865.15,605.0,0,0,0,undefined,low,2,50,605.0,0.47
1302,Parsvnath Exotica,3,4,3,flat,sector 53,4147.0,2900.0,0,1,0,undefined,low,2,43,966.6666666666666,5.0
1303,Emaar MGF Palm Studios,2,2,2,flat,sector 66,1186.185,829.5,0,0,0,relatively new,medium,1,35,414.75,1.7
1304,ILD Greens,3,3,3+,flat,sector 37c,1876.875,1312.5,0,0,0,New Property,low,1,49,437.5,0.95
1305,DLF The Skycourt,3,3,1,flat,sector 86,1931.93,1351.0,0,0,1,relatively new,medium,0,25,450.3333333333333,2.2
1306,Signature Global City 81,2,2,3,flat,sector 81,807.9499999999999,565.0,0,0,0,relatively new,low,1,5,282.5,0.82
1307,Spaze Privvy The Address,4,4,3,flat,sector 93,2431.0,1700.0,0,0,0,relatively new,low,1,41,425.0,1.25
1308,Emaar Mgf Emerald Floors,4,3,2,flat,sector 65,2502.5,1750.0,0,1,0,relatively new,low,1,23,437.5,3.2
1309,Mapsko Casa Bella,4,5,3+,flat,sector 82,2802.8,1960.0,0,0,0,relatively new,low,1,33,490.0,1.75
1310,Tulip Ivory,4,4,3+,flat,sector 70,3432.0,2400.0,0,1,0,old property,medium,1,42,600.0,2.35
1311,ATS Marigold,3,3,3,flat,sector 89a,2073.5,1450.0,0,0,0,Under Construction,medium,1,34,483.3333333333333,1.5
1312,AIPL Zen Residences,2,2,3+,flat,sector 70a,1305.304,912.8,0,0,0,New Property,medium,2,42,456.4,1.34
1313,Tulip Yellow,3,3,3,flat,sector 69,2436.72,1704.0,0,0,0,relatively new,low,1,59,568.0,1.8
1314,Sare Green ParC Phase 3,4,3,2,flat,sector 92,2288.0,1600.0,0,0,0,New Property,low,1,26,400.0,1.1
1315,Adani Brahma Samsara Vilasa,3,3,3,flat,sector 63,1573.0,1100.0,0,0,0,New Property,low,1,52,366.6666666666667,3.25
1316,Smart World Orchard,3,3,2,flat,sector 61,2330.9,1630.0,0,0,0,New Property,low,1,51,543.3333333333334,2.55
1317,Sare Green Parc 2,3,2,2,flat,sector 92,1262.2609999999995,882.6999999999999,0,0,0,Under Construction,low,1,5,294.2333333333333,0.61
1318,Signature Global Park,2,2,0,flat,sector 36 sohna,1236.664,864.8000000000001,0,0,0,undefined,low,1,42,432.4,0.75
1319,Eldeco Accolade,3,3,3,flat,sohna,3146.0,2200.0,0,1,0,New Property,medium,1,18,733.3333333333334,1.35
1320,Tulip Violet,3,3,2,flat,sector 69,1805.232,1262.4,0,0,0,relatively new,medium,2,35,420.8,1.65
1321,BPTP Park Generations,3,2,3+,flat,sector 37d,1521.52,1064.0,0,0,0,relatively new,low,1,42,354.6666666666667,1.5
1322,Spaze Privy,3,3,3,flat,sector 72,1976.975,1382.5,0,1,0,old property,low,2,40,460.8333333333333,1.9
1323,Central Park Resorts,5,6,3+,flat,sector 48,9581.0,6700.0,1,1,1,relatively new,medium,0,44,1340.0,15.0
1324,Puri Diplomatic Greens,4,5,3+,flat,sector 111,4218.5,2950.0,0,1,0,relatively new,high,0,44,737.5,3.9
1325,Breez Global Heights,2,2,2,flat,sohna,1001.0,700.0,0,0,0,relatively new,medium,0,42,350.0,0.46
1326,Shri Ram Apartments,2,2,1,flat,sector 3a,1358.5,950.0,0,0,0,relatively new,low,2,34,475.0,0.32
1327,DLF The Arbour,4,4,0,flat,sector 63,4518.8,3160.0,0,0,0,New Property,low,1,26,790.0,7.8
1328,BSF CHS,3,3,3,flat,gwal pahari,2288.0,1600.0,0,0,0,New Property,low,1,29,533.3333333333334,0.95
1329,HSIIDC Sidco Shivalik Apartments,3,2,2,flat,manesar,1667.6659999999997,1166.1999999999998,0,0,0,old property,low,1,14,388.7333333333333,0.85
1330,TARC Maceo,2,2,2,flat,sector 91,1311.3099999999995,917.0,0,0,0,relatively new,medium,1,25,458.5,0.95
1331,dnha group housing society,3,2,2,flat,manesar,1661.66,1162.0,0,0,0,old property,low,1,14,387.3333333333333,0.75
1332,NBCC Heights,2,2,2,flat,sector 89,1141.14,798.0,0,0,0,old property,low,1,48,399.0,0.75
1333,Vatika Gurgaon 21,3,3,2,flat,sector 83,1736.735,1214.5,0,0,0,relatively new,medium,2,42,404.8333333333333,1.4
1334,Malibu Towers,3,4,2,flat,sector 47,3274.7,2290.0,1,0,0,old property,low,2,46,763.3333333333334,2.45
1335,M3M Soulitude,3,3,2,flat,sector 89,2034.89,1423.0,1,0,0,New Property,low,1,32,474.3333333333333,1.25
1336,Tulip Purple,4,4,3+,flat,sector 69,2402.4,1680.0,0,1,0,old property,low,1,59,420.0,2.6
1337,Park View Apartments,3,3,3+,flat,sector 15,2073.5,1450.0,0,0,1,old property,low,1,32,483.3333333333333,1.6
1338,Tulip Petals,3,2,3,flat,sector 89,1887.6,1320.0,0,0,0,New Property,low,1,49,440.0,1.1
1339,Ansal Plaza,2,3,0,flat,sector 2,1144.0,800.0,0,0,0,relatively new,low,1,61,400.0,1.0
1340,CHD Avenue 71,3,3,2,flat,sector 71,2519.66,1762.0,0,0,1,old property,high,2,30,587.3333333333334,1.4
1341,Smart World Orchard,3,3,2,flat,sector 61,1631.63,1141.0,0,0,0,New Property,low,1,51,380.3333333333333,2.6
1342,Vatika City Homes,2,2,2,flat,sector 83,1326.3249999999998,927.5,0,0,0,relatively new,low,1,32,463.75,0.75
1343,M3M Sky Lofts,1,1,1,flat,sector 71,622.05,435.0,0,0,0,old property,low,1,52,435.0,1.0
1344,Raheja Vedaanta,2,2,3,flat,sector 108,1716.0,1200.0,0,0,0,relatively new,low,1,0,600.0,0.7
1345,Sidhartha NCR One Phase 1,2,2,3,flat,sector 95,1430.0,1000.0,0,0,0,New Property,low,1,0,500.0,0.6
1346,Chintels Paradiso,4,4,2,flat,sector 109,2632.63,1841.0,0,1,1,relatively new,low,1,25,460.25,1.97
1347,Ramprastha The Edge Towers,2,2,3,flat,sector 37d,1613.04,1128.0,0,0,0,old property,low,1,40,564.0,0.75
1348,Pioneer Park,2,2,2,flat,sector 61,1973.4,1380.0,0,1,0,relatively new,medium,1,43,690.0,1.6
1349,Trisara Our Homes 3,2,2,1,flat,sohna,860.86,602.0,0,0,0,New Property,medium,2,45,301.0,0.4
1350,Ashiana Anmol,2,2,2,flat,sohna,1287.0,900.0,0,0,0,New Property,low,1,40,450.0,0.99
1351,Umang Monsoon Breeze,2,2,2,flat,sector 78,1830.4,1280.0,0,0,0,old property,medium,1,16,640.0,0.69
1352,Signature Global Park 4,3,2,3,flat,sector 36 sohna,1072.5,750.0,0,0,0,New Property,low,1,52,250.0,0.85
1353,HCBS Sports Ville,2,2,1,flat,sohna,851.12456,595.192,0,0,0,relatively new,medium,1,0,297.596,0.32
1354,Raheja The Vedaanta Floors,2,2,3,flat,sector 108,2213.64,1548.0,0,0,0,old property,low,2,40,774.0,0.7
1355,M3M Soulitude,3,3,2,flat,sector 89,2034.89,1423.0,0,0,0,New Property,low,1,32,474.3333333333333,1.42
1356,ROF Ananda,2,2,2,flat,sector 95,920.92,644.0,1,0,0,relatively new,low,1,24,322.0,0.38
1357,GLS Arawali Homes,2,2,2,flat,sohna,823.68,576.0,0,0,0,relatively new,low,1,7,288.0,0.26
1358,AVL 36 Gurgaon,1,1,1,flat,sector 36a,715.0,500.0,0,0,0,relatively new,low,1,0,500.0,0.5
1359,Bestech Altura,3,4,2,flat,sector 79,3074.5,2150.0,0,1,0,New Property,low,1,34,716.6666666666666,1.9
1360,Eldeco Accolade,2,2,3,flat,sohna,1043.9,730.0,0,0,0,New Property,medium,1,18,365.0,0.85
1361,Adarsh nagar,3,3,1,flat,sector 12,1501.5,1050.0,0,0,0,New Property,low,2,32,350.0,0.65
1362,g l s arawali homes,2,2,2,flat,sohna,576.5759999999999,403.2,0,0,0,old property,low,1,0,201.6,0.26
1363,Piedmont Taksila heights,3,3,3,flat,sector 37c,1758.3280000000002,1229.6,0,0,0,old property,medium,2,21,409.86666666666673,0.9
1364,DLF The Arbour,4,4,0,flat,sector 63,4518.8,3160.0,0,0,0,New Property,low,1,26,790.0,8.5
1365,Suncity Avenue 76,2,2,2,flat,sector 76,735.735,514.5,0,0,0,relatively new,low,1,34,257.25,0.75
1366,ATS Marigold,3,3,3,flat,sector 89a,2502.5,1750.0,0,0,0,New Property,low,1,34,583.3333333333334,1.5
1367,Bestech Altura,3,4,3,flat,sector 79,2152.15,1505.0,0,0,0,relatively new,medium,1,34,501.6666666666667,1.9
1368,Godrej Nature Plus Serenity,3,2,3,flat,sector-33 sohna,1672.6709999999996,1169.6999999999998,0,0,0,New Property,low,1,17,389.8999999999999,1.45
1369,Conscient Elevate,3,3,1,flat,sector 59,3281.85,2295.0,0,0,0,undefined,low,1,59,765.0,4.02
1370,Sare Crescent Parc Royal Greens Phase 1,2,2,3,flat,sector 92,1428.57,999.0,0,0,0,relatively new,low,1,12,499.5,0.5
1371,Emaar MGF The Palm Drive,3,4,3+,flat,sector 66,2202.2,1540.0,0,1,0,old property,high,2,43,513.3333333333334,3.98
1372,Godrej 101,2,2,3,flat,sector 79,1292.8515599999998,904.092,1,0,0,New Property,medium,1,16,452.046,1.47
1373,Lotus Homz,2,2,2,flat,sector 111,995.28,696.0,0,0,0,relatively new,low,1,42,348.0,0.7
1374,Krisumi Waterfall Residences,2,2,2,flat,sector 36a,1480.4789999999998,1035.3,0,0,0,New Property,low,1,41,517.65,2.2
1375,Smart World Gems,3,3,2,flat,sector 89,2034.89,1423.0,1,0,0,New Property,medium,1,52,474.3333333333333,1.16
1376,Antriksh Green,4,4,2,flat,sector 45,4111.25,2875.0,0,1,0,undefined,low,0,39,718.75,2.25
1377,Whiteland The Aspen,3,4,3+,flat,sector 76,2717.0,1900.0,0,1,0,undefined,high,0,41,633.3333333333334,3.35
1378,Ansal Height 86,2,2,0,flat,sector 86,1555.84,1088.0,0,0,0,relatively new,low,1,5,544.0,0.8
1379,Ramsons Kshitij,2,2,0,flat,sector 95,728.728,509.6,0,0,0,New Property,low,1,0,254.8,0.35
1380,Vipul Lavanya,2,2,1,flat,sector 81,900.9,630.0,0,0,0,relatively new,low,1,5,315.0,0.6
1381,Vipul Lavanya,2,2,1,flat,sector 81,1287.0,900.0,0,0,0,relatively new,low,1,5,450.0,0.6
1382,Pareena Mi Casa,2,2,2,flat,sector 68,1751.75,1225.0,0,1,0,New Property,medium,1,52,612.5,1.0
1383,Smart World Orchard,3,3,3,flat,sector 61,2345.2,1640.0,0,0,0,relatively new,low,1,51,546.6666666666666,2.54
1384,Ansal Sushant Residency,3,2,3+,flat,sector 57,3166.02,2214.0,0,0,0,old property,medium,1,32,738.0,1.5
1385,M3M Heights,3,3,3,flat,sector 65,1829.828,1279.6,0,0,0,relatively new,medium,1,52,426.5333333333333,2.78
1386,Sare Crescent Parc,4,5,3+,flat,sector 92,1996.995,1396.5,0,1,0,relatively new,low,1,5,349.125,0.9
1387,ROF Aalayas,1,1,2,flat,sector 102,858.0,600.0,0,0,0,relatively new,low,1,35,600.0,0.45
1388,Paras Quartier,4,4,3+,flat,gwal pahari,6120.4,4280.0,0,0,0,old property,low,1,52,1070.0,5.9
1389,ILD Grand,3,3,3,flat,sector 37c,1821.82,1274.0,0,0,0,relatively new,low,1,34,424.6666666666667,1.2
1390,Sidhartha NCR Greens,2,2,3,flat,sector 95,990.99,693.0,0,0,0,New Property,low,1,5,346.5,0.56
1391,Mapsko Mount Ville,3,3,3,flat,sector 79,2130.7,1490.0,0,0,0,New Property,medium,2,42,496.6666666666667,1.4
1392,CGHS Hewo Apartments,2,2,2,flat,sector 31,1544.4,1080.0,0,0,0,relatively new,low,1,32,540.0,1.25
1393,Godrej Nature Plus,2,2,3+,flat,sector-33 sohna,1980.55,1385.0,0,0,0,New Property,medium,1,41,692.5,1.5
1394,M3M The Marina,3,2,3,flat,sector 68,1551.55,1085.0,0,0,0,relatively new,low,1,42,361.6666666666667,2.22
1395,Valley View Estate,4,4,3+,flat,gwal pahari,2591.16,1812.0,1,1,0,New Property,high,1,35,453.0,1.5
1396,Mapsko Mount Ville,3,4,3,flat,sector 79,1816.815,1270.5,0,1,1,New Property,low,1,42,423.5,1.85
1397,Smart World Orchard,2,2,2,flat,sector 61,1644.5,1150.0,0,0,0,Under Construction,low,1,51,575.0,1.6
1398,Raheja Vedas,3,4,3+,flat,sector 108,5720.0,4000.0,1,0,0,relatively new,low,1,0,1333.3333333333333,2.15
1399,Adani Brahma Samsara Vilasa,3,3,3,flat,sector 63,2574.0,1800.0,0,0,0,New Property,low,1,52,600.0,3.0
1400,Smart World Gems,3,3,2,flat,sector 89,1627.912,1138.4,1,0,0,New Property,low,1,52,379.4666666666667,1.2
1401,M3M Skycity,3,3,3,flat,sector 65,1829.828,1279.6,0,0,0,relatively new,medium,1,43,426.5333333333333,3.0
1402,The Castle Society,4,4,2,flat,sector 56,2302.3,1610.0,0,0,0,relatively new,low,1,42,402.5,2.0
1403,Essel Towers,4,5,3+,flat,sector 43,2516.8,1760.0,1,1,0,undefined,medium,0,37,440.0,2.75
1404,Lotus Homz,1,1,1,flat,sector 111,579.15,405.0,0,0,0,relatively new,low,1,42,405.0,0.36
1405,ShreeRam Apartment II,1,1,1,flat,sector 3a,643.5,450.0,0,0,0,relatively new,low,1,34,450.0,0.21
1406,M3M Woodshire,3,4,3+,flat,sector 107,1979.12,1384.0,0,1,0,relatively new,high,1,16,461.3333333333333,1.8
1407,Krisumi Waterfall Residences,3,4,3,flat,sector 36a,3629.34,2538.0,1,0,0,New Property,low,0,51,846.0,4.1
1408,Godrej 101,2,2,3,flat,sector 79,1573.5719999999997,1100.4,1,0,0,New Property,low,1,16,550.1999999999999,1.3
1409,Signature Global Solera,3,2,2,flat,sector 107,929.5,650.0,0,0,0,relatively new,low,1,33,216.66666666666663,0.6
1410,Signature Global Solera,2,2,1,flat,sector 107,783.64,548.0,0,0,0,relatively new,low,1,33,274.0,0.4
1411,Ambience Creacions,2,2,2,flat,sector 22,1830.4,1280.0,1,1,1,New Property,low,1,49,640.0,1.99
1412,Ambience Creacions,2,2,2,flat,sector 22,1830.4,1280.0,0,0,0,New Property,low,1,49,640.0,1.99
1413,M3M Soulitude,3,3,2,flat,sector 89,2073.5,1450.0,1,0,0,relatively new,high,1,32,483.3333333333333,1.28
1414,Smart World Orchard,2,2,2,flat,sector 61,1644.5,1150.0,1,0,0,New Property,low,1,51,575.0,1.6
1415,Ace Palm Floors,2,2,2,flat,sector 89,1764.62,1234.0,1,0,0,New Property,low,1,37,617.0,0.97
1416,Umang Winter Hills,2,2,2,flat,sector 77,1343.342,939.4,0,0,0,New Property,medium,2,49,469.7,0.86
1417,AIPL Zen Residences,2,2,2,flat,sector 70a,1804.66,1262.0,0,0,0,New Property,low,1,42,631.0,1.25
1418,Signature Global Solera,1,1,0,flat,sector 107,363.792,254.4,0,0,0,relatively new,low,1,33,254.4,0.25
1419,Capital Residences 360,2,2,3+,flat,sector 70a,1451.4499999999998,1015.0,0,0,0,New Property,medium,1,0,507.5,1.1
1420,Signature Global Synera,2,2,1,flat,sector 81,812.24,568.0,0,0,0,relatively new,low,1,34,284.0,0.48
1421,ILD Greens,2,2,3+,flat,sector 37c,1472.9,1030.0,0,0,1,relatively new,high,2,49,515.0,0.95
1422,Global height,2,2,2,flat,sohna,1015.3,710.0,0,0,0,relatively new,low,0,0,355.0,0.45
1423,Signature Global the Millennia,2,2,3,flat,sector 37d,852.28,596.0,0,0,0,New Property,low,1,25,298.0,0.65
1424,M3M Heights,2,2,3,flat,sector 65,2049.19,1433.0,1,0,0,New Property,low,1,52,716.5,2.01
1425,Smart World Gems,2,2,2,flat,sector 89,1264.12,884.0,0,0,0,New Property,low,1,52,442.0,0.9
1426,Whiteland  The ASPEN,3,4,3,flat,sector 76,2519.66,1762.0,0,0,0,undefined,low,1,14,587.3333333333334,3.5
1427,Godrej Air,2,2,3,flat,sector 85,1278.4199999999998,894.0,0,0,0,relatively new,medium,1,41,447.0,1.3
1428,HCBS Sports Ville,1,1,1,flat,sohna,686.4,480.0,0,0,0,relatively new,low,1,0,480.0,0.25
1429,Pivotal Devaan,1,1,1,flat,sector 84,484.77,339.0,0,0,0,relatively new,low,0,36,339.0,0.27
1430,CGHS Vidya Enclave,3,2,3,flat,sector 56,2216.5,1550.0,0,0,0,undefined,medium,1,50,516.6666666666666,1.7
1431,Smart World Gems,3,2,3,flat,sector 89,1104.1029999999998,772.0999999999999,1,0,0,New Property,low,1,52,257.3666666666666,1.16
1432,M3M Woodshire,2,2,3+,flat,sector 107,1367.3659999999998,956.2,0,0,0,New Property,medium,1,16,478.1,1.01
1433,Signature Global Solera 2,2,2,2,flat,sector 107,800.8,560.0,0,0,0,New Property,low,1,7,280.0,0.5
1434,Orris Carnation Residency,3,4,3,flat,sector 85,1859.0,1300.0,0,1,0,old property,medium,1,35,433.3333333333333,1.1
1435,Smart World Orchard,2,2,2,flat,sector 61,1644.5,1150.0,1,0,0,New Property,low,1,51,575.0,1.58
1436,Signature Global Park 4,3,2,3,flat,sector 36 sohna,1082.081,756.6999999999999,0,0,0,Under Construction,low,1,0,252.2333333333333,0.72
1437,Satya Element One,1,1,1,flat,sector 49,643.5,450.0,0,0,0,relatively new,low,1,20,450.0,0.87
1438,Godrej Aria,3,4,3+,flat,sector 79,1603.03,1121.0,0,1,0,New Property,medium,1,49,373.6666666666667,1.7
1439,Breez Global Heights 88A,3,2,2,flat,sector 88a,853.7099999999999,597.0,0,0,0,relatively new,low,1,41,199.0,0.5
1440,Godrej 101,2,2,3,flat,sector 79,2247.96,1572.0,1,0,0,New Property,medium,1,16,786.0,1.41
1441,Signature Global City 92,3,2,3,flat,sector 92,2137.85,1495.0,0,0,0,New Property,low,1,41,498.3333333333333,0.99
1442,Tulip Violet,4,5,3+,flat,sector 69,3219.2159999999994,2251.2,0,0,1,relatively new,low,1,42,562.8,3.25
1443,Birla Navya,3,3,3,flat,sector 63a,1930.5,1350.0,0,0,0,Under Construction,low,1,33,450.0,3.5
1444,Parsvnath Green Ville,4,5,3,flat,sector 48,2788.5,1950.0,0,0,0,old property,low,2,40,487.5,2.5
1445,Pyramid Pride,2,2,1,flat,sector 76,1086.8,760.0,0,0,0,undefined,medium,1,41,380.0,0.5
1446,Suposhaa Smartworld Orchard,3,3,2,flat,sector 61,2215.07,1549.0,0,0,0,relatively new,low,1,5,516.3333333333334,2.25
1447,Mittal Surya Vihar,5,4,2,flat,sector 21,2402.4,1680.0,0,0,0,old property,low,1,24,336.0,1.4
1448,Trisara Our Homes 3,2,2,1,flat,sohna,643.5,450.0,0,0,0,New Property,medium,1,45,225.0,0.36
1449,Godrej Aria,2,2,2,flat,sector 79,1471.47,1029.0,1,0,0,relatively new,medium,2,35,514.5,1.3
1450,Kendriya Vihar,1,1,1,flat,sector 56,865.15,605.0,0,0,0,undefined,medium,1,50,605.0,0.58
1451,om apartment Dayanand colony,1,1,1,flat,sector 5,833.6899999999999,583.0,0,0,0,relatively new,low,1,34,583.0,0.26
1452,Pyramid Urban Homes 2,3,2,2,flat,sector 86,1072.5,750.0,0,0,0,New Property,low,1,25,250.0,0.6
1453,Pyramid Urban Homes 2,2,2,1,flat,sector 86,859.43,601.0,0,0,0,relatively new,low,1,25,300.5,0.5
1454,Godrej Nature Plus,3,2,3+,flat,sector-33 sohna,1641.64,1148.0,0,0,1,New Property,low,1,41,382.6666666666667,1.35
1455,Unitech South Park,3,3,2,flat,sector 70,1611.61,1127.0,0,0,0,New Property,medium,1,35,375.6666666666667,1.13
1456,Raheja Atharva,4,1,0,flat,sector 109,3441.152,2406.4,0,0,0,New Property,low,1,18,601.6,1.6
1457,Greenopolis,2,2,2,flat,sector 89,1788.9299999999998,1251.0,0,0,0,relatively new,low,1,12,625.5,0.65
1458,Satya The Hermitage,2,2,0,flat,sector 103,1658.8,1160.0,0,0,0,relatively new,low,1,50,580.0,0.8
1459,Sahara Grace,4,5,3+,flat,sector 28,3767.764,2634.8,0,1,0,old property,low,2,45,658.6999999999999,5.5
1460,Imperia The Esfera,2,2,0,flat,sector 37c,1805.232,1262.4,0,1,0,Under Construction,low,1,27,631.2,0.95
1461,Alpha Corp GurgaonOne 84,2,2,1,flat,sector 84,1271.27,889.0,0,0,0,relatively new,low,1,41,444.5,1.2
1462,Smart World Orchard,2,2,1,flat,sector 61,1151.15,805.0,1,0,0,relatively new,low,1,51,402.5,1.55
1463,HCBS Sports Ville,2,2,2,flat,sohna,888.03,621.0,0,0,0,relatively new,low,1,0,310.5,0.3
1464,Whiteland Blissville,3,3,2,flat,sector 76,1344.2,940.0,0,0,0,undefined,low,1,50,313.3333333333333,1.92
1465,Adani Aangan Arcade,2,2,1,flat,sector 89a,920.92,644.0,0,0,0,relatively new,medium,0,34,322.0,0.5
1466,Adani Aangan Galleria,1,1,1,flat,sector 89a,586.3,410.0,0,0,0,New Property,medium,1,12,410.0,0.25
1467,Spectrum Centre,1,1,0,flat,sector 82a,743.6,520.0,0,0,0,relatively new,low,1,5,520.0,0.62
1468,Godrej Nature Plus,2,2,3,flat,sector-33 sohna,1430.0,1000.0,0,0,0,New Property,low,1,41,500.0,1.25
1469,Smart World Gems,2,2,0,flat,sector 89,1261.832,882.4000000000001,0,0,0,New Property,low,1,52,441.2000000000001,0.88
1470,Vatika India Next,2,2,3,flat,sector 82,1780.35,1245.0,0,0,0,relatively new,low,1,41,622.5,0.8
1471,Godrej Nature Plus,2,2,2,flat,sector-33 sohna,1973.4,1380.0,0,0,0,New Property,low,1,41,690.0,1.1
1472,Sare Green Parc,3,2,2,flat,sector 92,1442.584,1008.8,0,0,0,relatively new,low,1,42,336.2666666666667,0.85
1473,Smart World Gems,3,3,3,flat,sector 89,1424.4229999999998,996.1,0,0,1,relatively new,low,1,52,332.0333333333333,1.25
1474,Imperia Elvedor,1,1,0,flat,sector 37c,765.336,535.2,0,0,0,relatively new,low,1,0,535.2,0.55
1475,HCBS Sports Ville,2,2,1,flat,sohna,829.4,580.0,0,0,0,New Property,low,1,0,290.0,0.32
1476,Ansal Heights 86,2,2,1,flat,sector 86,1430.0,1000.0,0,0,0,New Property,low,1,27,500.0,0.82
